instance_id,n,lenw,algorithm,max_nodes,solved,visited_nodes,path_length,initial_total_length,max_intermediate_length,length_increase,wallclock_seconds
0,1,1,ppo,200,False,200,,7,,,0.248989
2,1,2,ppo,200,False,200,,8,,,0.117212
4,1,3,ppo,200,False,200,,9,,,0.11967
6,1,4,ppo,200,False,200,,10,,,0.120609
12,1,5,ppo,200,False,200,,11,,,0.127245
22,1,5,ppo,200,False,200,,11,,,0.119066
30,1,6,ppo,200,False,200,,12,,,0.123052
40,1,6,ppo,200,False,200,,12,,,0.107209
50,1,6,ppo,200,False,200,,12,,,0.103343
60,1,6,ppo,200,False,200,,12,,,0.103668
70,1,6,ppo,200,False,200,,12,,,0.109027
72,1,7,ppo,200,False,200,,13,,,0.107308
82,1,7,ppo,200,False,200,,13,,,0.103146
92,1,7,ppo,200,False,200,,13,,,0.108834
102,1,7,ppo,200,False,200,,13,,,0.106403
112,1,7,ppo,200,False,200,,13,,,0.123954
122,1,7,ppo,200,False,200,,13,,,0.112372
132,1,7,ppo,200,False,200,,13,,,0.114736
142,1,7,ppo,200,False,200,,13,,,0.108014
152,1,7,ppo,200,False,200,,13,,,0.105334
162,1,7,ppo,200,False,200,,13,,,0.107758
170,2,1,ppo,200,False,200,,9,,,0.106583
172,2,2,ppo,200,False,200,,10,,,0.103839
174,2,3,ppo,200,False,200,,11,,,0.106297
176,2,4,ppo,200,False,200,,12,,,0.108508
182,2,5,ppo,200,False,200,,13,,,0.105477
192,2,5,ppo,200,False,200,,13,,,0.103844
200,2,6,ppo,200,False,200,,14,,,0.103356
210,2,6,ppo,200,False,200,,14,,,0.10512
220,2,6,ppo,200,False,200,,14,,,0.109463
230,2,6,ppo,200,False,200,,14,,,0.10323
240,2,6,ppo,200,False,200,,14,,,0.103307
242,2,7,ppo,200,False,200,,15,,,0.112526
252,2,7,ppo,200,False,200,,15,,,0.105748
262,2,7,ppo,200,False,200,,15,,,0.105605
272,2,7,ppo,200,False,200,,15,,,0.108302
282,2,7,ppo,200,False,200,,15,,,0.104289
292,2,7,ppo,200,False,200,,15,,,0.104295
302,2,7,ppo,200,False,200,,15,,,0.106471
312,2,7,ppo,200,False,200,,15,,,0.10422
322,2,7,ppo,200,False,200,,15,,,0.103698
332,2,7,ppo,200,False,200,,15,,,0.105963
340,3,1,ppo,200,False,200,,11,,,0.108639
342,3,2,ppo,200,False,200,,12,,,0.141233
344,3,3,ppo,200,False,200,,13,,,0.123071
346,3,4,ppo,200,False,200,,14,,,0.112964
352,3,5,ppo,200,False,200,,15,,,0.113361
362,3,5,ppo,200,False,200,,15,,,0.116395
