instance_id,n,lenw,algorithm,max_nodes,solved,visited_nodes,path_length,initial_total_length,max_intermediate_length,length_increase,wallclock_seconds
0,1,1,ppo_stochastic,200,False,200,,7,,,0.760014
2,1,2,ppo_stochastic,200,False,200,,8,,,0.415901
4,1,3,ppo_stochastic,200,False,200,,9,,,0.463385
6,1,4,ppo_stochastic,200,False,200,,10,,,0.515356
12,1,5,ppo_stochastic,200,False,200,,11,,,0.610778
22,1,5,ppo_stochastic,200,False,200,,11,,,0.563158
30,1,6,ppo_stochastic,200,False,200,,12,,,0.487024
40,1,6,ppo_stochastic,200,False,200,,12,,,0.892034
50,1,6,ppo_stochastic,200,False,200,,12,,,0.466591
60,1,6,ppo_stochastic,200,False,200,,12,,,0.493771
70,1,6,ppo_stochastic,200,False,200,,12,,,0.436802
72,1,7,ppo_stochastic,200,False,200,,13,,,0.536026
82,1,7,ppo_stochastic,200,False,200,,13,,,0.484225
92,1,7,ppo_stochastic,200,False,200,,13,,,0.423414
102,1,7,ppo_stochastic,200,False,200,,13,,,0.426554
112,1,7,ppo_stochastic,200,False,200,,13,,,0.385727
122,1,7,ppo_stochastic,200,False,200,,13,,,0.445353
132,1,7,ppo_stochastic,200,False,200,,13,,,0.408931
142,1,7,ppo_stochastic,200,False,200,,13,,,0.394082
152,1,7,ppo_stochastic,200,False,200,,13,,,0.42147
162,1,7,ppo_stochastic,200,False,200,,13,,,0.422935
170,2,1,ppo_stochastic,200,False,200,,9,,,0.460806
172,2,2,ppo_stochastic,200,False,200,,10,,,0.385303
174,2,3,ppo_stochastic,200,False,200,,11,,,0.375872
176,2,4,ppo_stochastic,200,False,200,,12,,,0.377561
182,2,5,ppo_stochastic,200,False,200,,13,,,0.377686
192,2,5,ppo_stochastic,200,False,200,,13,,,0.369036
200,2,6,ppo_stochastic,200,False,200,,14,,,0.428575
210,2,6,ppo_stochastic,200,False,200,,14,,,0.373847
220,2,6,ppo_stochastic,200,False,200,,14,,,0.37235
230,2,6,ppo_stochastic,200,True,26,26,14,14,0,0.04765
240,2,6,ppo_stochastic,200,False,200,,14,,,0.379097
242,2,7,ppo_stochastic,200,False,200,,15,,,0.371793
252,2,7,ppo_stochastic,200,False,200,,15,,,0.381455
262,2,7,ppo_stochastic,200,False,200,,15,,,0.433064
272,2,7,ppo_stochastic,200,False,200,,15,,,0.374226
282,2,7,ppo_stochastic,200,False,200,,15,,,0.44462
