instance_id,n,lenw,algorithm,max_nodes,solved,visited_nodes,path_length,initial_total_length,max_intermediate_length,length_increase,wallclock_seconds
0,1,1,ppo_stochastic,200,False,200,,7,,,0.62495
2,1,2,ppo_stochastic,200,False,200,,8,,,0.368388
4,1,3,ppo_stochastic,200,False,200,,9,,,0.384312
6,1,4,ppo_stochastic,200,False,200,,10,,,0.389375
12,1,5,ppo_stochastic,200,False,200,,11,,,0.381844
22,1,5,ppo_stochastic,200,False,200,,11,,,0.380445
30,1,6,ppo_stochastic,200,False,200,,12,,,0.364453
40,1,6,ppo_stochastic,200,False,200,,12,,,0.362471
50,1,6,ppo_stochastic,200,False,200,,12,,,0.371198
60,1,6,ppo_stochastic,200,False,200,,12,,,0.369664
70,1,6,ppo_stochastic,200,False,200,,12,,,0.38584
72,1,7,ppo_stochastic,200,False,200,,13,,,0.393313
82,1,7,ppo_stochastic,200,False,200,,13,,,0.379767
92,1,7,ppo_stochastic,200,False,200,,13,,,0.383309
102,1,7,ppo_stochastic,200,False,200,,13,,,0.384858
112,1,7,ppo_stochastic,200,False,200,,13,,,0.37283
122,1,7,ppo_stochastic,200,False,200,,13,,,0.381158
132,1,7,ppo_stochastic,200,False,200,,13,,,0.384038
142,1,7,ppo_stochastic,200,False,200,,13,,,0.373597
152,1,7,ppo_stochastic,200,False,200,,13,,,0.373102
162,1,7,ppo_stochastic,200,False,200,,13,,,0.379724
170,2,1,ppo_stochastic,200,False,200,,9,,,0.385164
172,2,2,ppo_stochastic,200,False,200,,10,,,0.38109
174,2,3,ppo_stochastic,200,False,200,,11,,,0.382786
176,2,4,ppo_stochastic,200,False,200,,12,,,0.41108
182,2,5,ppo_stochastic,200,False,200,,13,,,0.396431
192,2,5,ppo_stochastic,200,False,200,,13,,,0.735298
200,2,6,ppo_stochastic,200,False,200,,14,,,0.388162
210,2,6,ppo_stochastic,200,False,200,,14,,,0.379687
220,2,6,ppo_stochastic,200,False,200,,14,,,0.42336
230,2,6,ppo_stochastic,200,False,200,,14,,,0.376484
240,2,6,ppo_stochastic,200,False,200,,14,,,0.369369
242,2,7,ppo_stochastic,200,False,200,,15,,,0.379849
252,2,7,ppo_stochastic,200,False,200,,15,,,0.373922
262,2,7,ppo_stochastic,200,False,200,,15,,,0.391977
272,2,7,ppo_stochastic,200,False,200,,15,,,0.383588
282,2,7,ppo_stochastic,200,False,200,,15,,,0.384326
292,2,7,ppo_stochastic,200,False,200,,15,,,0.382785
302,2,7,ppo_stochastic,200,False,200,,15,,,0.380754
312,2,7,ppo_stochastic,200,False,200,,15,,,0.430212
322,2,7,ppo_stochastic,200,False,200,,15,,,0.374789
332,2,7,ppo_stochastic,200,False,200,,15,,,0.371243
340,3,1,ppo_stochastic,200,True,7,7,11,11,0,0.013548
342,3,2,ppo_stochastic,200,False,200,,12,,,0.366582
344,3,3,ppo_stochastic,200,False,200,,13,,,0.375742
346,3,4,ppo_stochastic,200,False,200,,14,,,0.384309
352,3,5,ppo_stochastic,200,False,200,,15,,,0.3803
362,3,5,ppo_stochastic,200,False,200,,15,,,0.371037
370,3,6,ppo_stochastic,200,False,200,,16,,,0.379141
380,3,6,ppo_stochastic,200,False,200,,16,,,0.458446
390,3,6,ppo_stochastic,200,False,200,,16,,,0.411385
400,3,6,ppo_stochastic,200,False,200,,16,,,0.454415
410,3,6,ppo_stochastic,200,False,200,,16,,,0.42809
412,3,7,ppo_stochastic,200,False,200,,17,,,0.425909
422,3,7,ppo_stochastic,200,False,200,,17,,,0.617009
432,3,7,ppo_stochastic,200,False,200,,17,,,0.435905
442,3,7,ppo_stochastic,200,False,200,,17,,,0.39443
452,3,7,ppo_stochastic,200,False,200,,17,,,0.428486
462,3,7,ppo_stochastic,200,False,200,,17,,,0.390555
472,3,7,ppo_stochastic,200,False,200,,17,,,0.452675
482,3,7,ppo_stochastic,200,False,200,,17,,,0.447425
492,3,7,ppo_stochastic,200,False,200,,17,,,0.379046
502,3,7,ppo_stochastic,200,False,200,,17,,,0.50581
510,4,1,ppo_stochastic,200,False,200,,13,,,0.454473
512,4,2,ppo_stochastic,200,False,200,,14,,,0.418041
514,4,3,ppo_stochastic,200,True,27,27,15,15,0,0.061308
516,4,4,ppo_stochastic,200,False,200,,16,,,0.411714
522,4,5,ppo_stochastic,200,False,200,,17,,,0.487807
532,4,5,ppo_stochastic,200,False,200,,17,,,0.413555
540,4,6,ppo_stochastic,200,False,200,,18,,,0.406413
550,4,6,ppo_stochastic,200,False,200,,18,,,0.673179
560,4,6,ppo_stochastic,200,False,200,,18,,,0.521186
570,4,6,ppo_stochastic,200,False,200,,18,,,0.414577
580,4,6,ppo_stochastic,200,False,200,,18,,,0.455218
582,4,7,ppo_stochastic,200,False,200,,19,,,0.436099
592,4,7,ppo_stochastic,200,False,200,,19,,,0.467031
602,4,7,ppo_stochastic,200,False,200,,19,,,0.456599
612,4,7,ppo_stochastic,200,False,200,,19,,,0.435135
622,4,7,ppo_stochastic,200,False,200,,19,,,0.458194
632,4,7,ppo_stochastic,200,False,200,,19,,,0.396156
642,4,7,ppo_stochastic,200,False,200,,19,,,0.519945
652,4,7,ppo_stochastic,200,False,200,,19,,,0.437255
662,4,7,ppo_stochastic,200,False,200,,19,,,0.501208
672,4,7,ppo_stochastic,200,False,200,,19,,,0.378658
680,5,1,ppo_stochastic,200,False,200,,15,,,0.388603
682,5,2,ppo_stochastic,200,False,200,,16,,,0.384188
684,5,3,ppo_stochastic,200,False,200,,17,,,0.378638
686,5,4,ppo_stochastic,200,False,200,,18,,,0.372331
692,5,5,ppo_stochastic,200,False,200,,19,,,0.382118
702,5,5,ppo_stochastic,200,False,200,,19,,,0.380289
710,5,6,ppo_stochastic,200,False,200,,20,,,0.364714
720,5,6,ppo_stochastic,200,False,200,,20,,,0.377116
730,5,6,ppo_stochastic,200,False,200,,20,,,0.376882
740,5,6,ppo_stochastic,200,False,200,,20,,,0.395446
750,5,6,ppo_stochastic,200,False,200,,20,,,0.39218
752,5,7,ppo_stochastic,200,False,200,,21,,,0.377498
762,5,7,ppo_stochastic,200,False,200,,21,,,0.363035
772,5,7,ppo_stochastic,200,False,200,,21,,,0.381419
782,5,7,ppo_stochastic,200,False,200,,21,,,0.37352
792,5,7,ppo_stochastic,200,False,200,,21,,,0.3777
802,5,7,ppo_stochastic,200,False,200,,21,,,0.37761
812,5,7,ppo_stochastic,200,False,200,,21,,,0.382961
822,5,7,ppo_stochastic,200,False,200,,21,,,0.381875
832,5,7,ppo_stochastic,200,False,200,,21,,,0.374173
842,5,7,ppo_stochastic,200,False,200,,21,,,0.372993
850,6,1,ppo_stochastic,200,False,200,,17,,,0.356717
852,6,2,ppo_stochastic,200,False,200,,18,,,0.460057
854,6,3,ppo_stochastic,200,False,200,,19,,,0.391297
856,6,4,ppo_stochastic,200,False,200,,20,,,0.371321
862,6,5,ppo_stochastic,200,False,200,,21,,,0.390748
872,6,5,ppo_stochastic,200,False,200,,21,,,0.376755
880,6,6,ppo_stochastic,200,False,200,,22,,,0.375908
890,6,6,ppo_stochastic,200,False,200,,22,,,0.377388
900,6,6,ppo_stochastic,200,False,200,,22,,,0.389517
910,6,6,ppo_stochastic,200,False,200,,22,,,0.388562
920,6,6,ppo_stochastic,200,False,200,,22,,,0.380308
922,6,7,ppo_stochastic,200,False,200,,23,,,0.378836
932,6,7,ppo_stochastic,200,False,200,,23,,,0.372896
942,6,7,ppo_stochastic,200,False,200,,23,,,0.380965
952,6,7,ppo_stochastic,200,False,200,,23,,,0.438981
962,6,7,ppo_stochastic,200,False,200,,23,,,0.384236
972,6,7,ppo_stochastic,200,False,200,,23,,,0.406313
982,6,7,ppo_stochastic,200,False,200,,23,,,0.379812
992,6,7,ppo_stochastic,200,False,200,,23,,,0.387326
1002,6,7,ppo_stochastic,200,False,200,,23,,,0.385086
1012,6,7,ppo_stochastic,200,False,200,,23,,,0.382028
1020,7,1,ppo_stochastic,200,False,200,,19,,,0.377475
1022,7,2,ppo_stochastic,200,False,200,,20,,,0.389614
1024,7,3,ppo_stochastic,200,False,200,,21,,,0.360445
1026,7,4,ppo_stochastic,200,False,200,,22,,,0.41186
1032,7,5,ppo_stochastic,200,False,200,,23,,,0.387171
1042,7,5,ppo_stochastic,200,False,200,,23,,,0.386868
1050,7,6,ppo_stochastic,200,False,200,,24,,,0.376022
1060,7,6,ppo_stochastic,200,False,200,,24,,,0.365767
1070,7,6,ppo_stochastic,200,False,200,,24,,,0.377656
1080,7,6,ppo_stochastic,200,False,200,,24,,,0.38615
1090,7,6,ppo_stochastic,200,False,200,,24,,,0.382048
1092,7,7,ppo_stochastic,200,False,200,,25,,,0.391312
1102,7,7,ppo_stochastic,200,False,200,,25,,,0.384822
1112,7,7,ppo_stochastic,200,False,200,,25,,,0.383334
1122,7,7,ppo_stochastic,200,False,200,,25,,,0.3809
1132,7,7,ppo_stochastic,200,False,200,,25,,,0.389473
1142,7,7,ppo_stochastic,200,False,200,,25,,,0.364699
1152,7,7,ppo_stochastic,200,False,200,,25,,,0.385542
1162,7,7,ppo_stochastic,200,False,200,,25,,,0.95875
1172,7,7,ppo_stochastic,200,False,200,,25,,,0.395387
1182,7,7,ppo_stochastic,200,False,200,,25,,,0.417996
